Geographic_Level,Geographic_Name,Demographic_Level,Demographic_Name,Indicator_Label,Indicator_Category_Label,Month_Week,Week_Ending,ND_Weekly_Estimate,CI_Half_width_95pct,n_unweighted,Suppression_Flag,Current_Season_Week_Ending,Influenza_Season,Legend,95 CI (%),Indicator_Category_Label_Sort,Demographic_Level_Sort,Demographic_Name_Sort,Geographic_Sort,Season_Sort,Legend_Sort
State,Louisiana,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,27.547,4.5894,555,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",23 - 32.1,2,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,20.3851,4.2928,555,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",16.1 - 24.7,3,1,1,31,3,3310101
State,Louisiana,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,35.2127,4.9384,555,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Louisiana, Overall",30.3 - 40.2,4,1,1,31,3,3310101
State,Maine,Overall,Overall,Up-to-date,Yes,October Week 2,,16.9781,2.343,2226,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",14.6 - 19.3,,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,16.9781,2.343,2226,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",14.6 - 19.3,1,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,38.0382,5.9011,367,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",32.1 - 43.9,2,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,15.7929,4.6882,367,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",11.1 - 20.5,3,1,1,32,3,3320101
State,Maine,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,29.1908,5.7563,367,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maine, Overall",23.4 - 34.9,4,1,1,32,3,3320101
State,Maryland,Overall,Overall,Up-to-date,Yes,October Week 2,,19.3175,4.2681,1156,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",15 - 23.6,,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,19.3175,4.2681,1156,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",15 - 23.6,1,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,36.8226,10.9833,175,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",25.8 - 47.8,2,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,27.0616,10.3168,175,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",16.7 - 37.4,3,1,1,33,3,3330101
State,Maryland,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,16.7984,7.9407,175,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Maryland, Overall",8.9 - 24.7,4,1,1,33,3,3330101
State,Massachusetts,Overall,Overall,Up-to-date,Yes,October Week 2,,19.0238,2.5238,2086,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",16.5 - 21.5,,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,19.0238,2.5238,2086,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",16.5 - 21.5,1,1,1,34,3,3340101
State,Massachusetts,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,35.6563,5.3658,432,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Massachusetts, Overall",30.3 - 41,2,1,1,34,3,3340101
State,New Jersey,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,26.4063,6.9086,220,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New Jersey, Overall",19.5 - 33.3,4,1,1,43,3,3430101
State,New Mexico,Overall,Overall,Up-to-date,Yes,October Week 2,,19.3293,2.6253,2434,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",16.7 - 22,,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,19.3293,2.6253,2434,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",16.7 - 22,1,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,30.1405,6.0642,272,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",24.1 - 36.2,2,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,24.7906,6.1453,272,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",18.6 - 30.9,3,1,1,44,3,3440101
State,New Mexico,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,25.7396,6.2953,272,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New Mexico, Overall",19.4 - 32,4,1,1,44,3,3440101
State,New York,Overall,Overall,Up-to-date,Yes,October Week 2,,16.6063,2.6881,2420,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",13.9 - 19.3,,1,1,45,3,3450101
State,New York,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,16.6063,2.6881,2420,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",13.9 - 19.3,1,1,1,45,3,3450101
State,New York,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,31.681,6.4445,322,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",25.2 - 38.1,2,1,1,45,3,3450101
State,New York,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,26.1788,6.6404,322,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",19.5 - 32.8,3,1,1,45,3,3450101
State,New York,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,25.5338,6.0258,322,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, New York, Overall",19.5 - 31.6,4,1,1,45,3,3450101
State,North Carolina,Overall,Overall,Up-to-date,Yes,October Week 2,,15.2218,1.6411,2877,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Carolina, Overall",13.6 - 16.9,,1,1,46,3,3460101
State,North Carolina,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,15.2218,1.6411,2877,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Carolina, Overall",13.6 - 16.9,1,1,1,46,3,3460101
State,North Carolina,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,32.0576,3.4763,969,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Carolina, Overall",28.6 - 35.5,2,1,1,46,3,3460101
State,North Carolina,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,18.9773,3.0836,969,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Carolina, Overall",15.9 - 22.1,3,1,1,46,3,3460101
State,North Carolina,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,33.7433,3.7041,969,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Carolina, Overall",30 - 37.4,4,1,1,46,3,3460101
State,North Dakota,Overall,Overall,Up-to-date,Yes,October Week 2,,15.4385,4.2267,918,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",11.2 - 19.7,,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,15.4385,4.2267,918,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",11.2 - 19.7,1,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,36.3457,14.5808,61,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",21.8 - 50.9,2,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,12.7697,10.0437,61,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",2.7 - 22.8,3,1,1,47,3,3470101
State,North Dakota,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,35.4461,14.2241,61,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, North Dakota, Overall",21.2 - 49.7,4,1,1,47,3,3470101
State,Ohio,Overall,Overall,Up-to-date,Yes,October Week 2,,14.2685,4.4034,606,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",9.9 - 18.7,,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,14.2685,4.4034,606,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",9.9 - 18.7,1,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,17.8135,13.5159,47,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",4.3 - 31.3,2,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,30.5002,15.5015,47,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",15 - 46,3,1,1,48,3,3480101
State,Ohio,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,37.4178,17.4684,47,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Ohio, Overall",19.9 - 54.9,4,1,1,48,3,3480101
State,Oklahoma,Overall,Overall,Up-to-date,Yes,October Week 2,,15.7494,1.8645,3150,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",13.9 - 17.6,,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,15.7494,1.8645,3150,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",13.9 - 17.6,1,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,27.04,4.1992,512,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",22.8 - 31.2,2,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,20.8109,4.078,512,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",16.7 - 24.9,3,1,1,49,3,3490101
State,Oklahoma,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,36.3997,4.7912,512,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oklahoma, Overall",31.6 - 41.2,4,1,1,49,3,3490101
State,Oregon,Overall,Overall,Up-to-date,Yes,October Week 2,,16.7226,2.935,1745,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",13.8 - 19.7,,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,16.7226,2.935,1745,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",13.8 - 19.7,1,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,28.6485,8.654,160,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",20 - 37.3,2,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,21.9444,8.0564,160,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",13.9 - 30,3,1,1,50,3,3500101
State,Oregon,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,32.6844,8.9253,160,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Oregon, Overall",23.8 - 41.6,4,1,1,50,3,3500101
State,Pennsylvania,Overall,Overall,Up-to-date,Yes,October Week 2,,18.3432,2.4483,4139,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",15.9 - 20.8,,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,18.3432,2.4483,4139,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",15.9 - 20.8,1,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,35.1485,9.2848,207,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",25.9 - 44.4,2,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,20.1872,8.0585,207,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",12.1 - 28.2,3,1,1,51,3,3510101
State,Pennsylvania,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,26.3211,8.873,207,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Pennsylvania, Overall",17.4 - 35.2,4,1,1,51,3,3510101
State,Puerto Rico,Overall,Overall,Up-to-date,Yes,October Week 2,,14.7907,1.7898,2541,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",13 - 16.6,,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,14.7907,1.7898,2541,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",13 - 16.6,1,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,15.17,3.6761,452,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",11.5 - 18.8,2,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,35.839,5.4864,452,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",30.4 - 41.3,3,1,1,52,3,3520101
State,Puerto Rico,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,34.2004,5.4043,452,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Puerto Rico, Overall",28.8 - 39.6,4,1,1,52,3,3520101
State,Washington,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,23.2626,7.236,866,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Washington, Overall",16 - 30.5,1,1,1,62,3,3620101
State,Washington,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,36.612,16.9212,80,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Washington, Overall",19.7 - 53.5,2,1,1,62,3,3620101
State,Washington,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,23.5963,15.7553,80,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Washington, Overall",7.8 - 39.4,3,1,1,62,3,3620101
State,Washington,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,16.5291,12.2837,80,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Washington, Overall",4.2 - 28.8,4,1,1,62,3,3620101
State,West Virginia,Overall,Overall,Up-to-date,Yes,October Week 2,,16.6295,4.2057,962,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, West Virginia, Overall",12.4 - 20.8,,1,1,63,3,3630101
State,West Virginia,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,16.6295,4.2057,962,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, West Virginia, Overall",12.4 - 20.8,1,1,1,63,3,3630101
State,West Virginia,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,30.0563,8.2941,136,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, West Virginia, Overall",21.8 - 38.4,2,1,1,63,3,3630101
State,West Virginia,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,24.9891,9.8061,136,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, West Virginia, Overall",15.2 - 34.8,3,1,1,63,3,3630101
State,West Virginia,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,28.325,8.6966,136,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, West Virginia, Overall",19.6 - 37,4,1,1,63,3,3630101
State,Wisconsin,Overall,Overall,Up-to-date,Yes,October Week 2,,17.8939,3.0678,1797,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wisconsin, Overall",14.8 - 21,,1,1,64,3,3640101
State,Wisconsin,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,17.8939,3.0678,1797,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wisconsin, Overall",14.8 - 21,1,1,1,64,3,3640101
State,Wisconsin,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,22.7537,5.7756,217,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wisconsin, Overall",17 - 28.5,2,1,1,64,3,3640101
State,Wisconsin,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,26.6132,6.9163,217,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wisconsin, Overall",19.7 - 33.5,3,1,1,64,3,3640101
State,Wisconsin,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,32.7392,7.485,217,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wisconsin, Overall",25.3 - 40.2,4,1,1,64,3,3640101
State,Wyoming,Overall,Overall,Up-to-date,Yes,October Week 2,,9.4349,1.7106,1815,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wyoming, Overall",7.7 - 11.1,,1,1,65,3,3650101
State,Wyoming,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,9.4349,1.7106,1815,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wyoming, Overall",7.7 - 11.1,1,1,1,65,3,3650101
State,Wyoming,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,27.0796,5.4089,291,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wyoming, Overall",21.7 - 32.5,2,1,1,65,3,3650101
State,Wyoming,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,21.4499,5.614,291,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wyoming, Overall",15.8 - 27.1,3,1,1,65,3,3650101
State,Wyoming,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,42.0356,6.6291,291,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Wyoming, Overall",35.4 - 48.7,4,1,1,65,3,3650101
Region,Region 1,Overall,Overall,Up-to-date,Yes,October Week 2,,18.2316,1.8168,8107,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 1, Overall",16.4 - 20,,1,1,2,3,3020101
Region,Region 1,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,18.2316,1.8168,8107,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 1, Overall",16.4 - 20,1,1,1,2,3,3020101
Region,Region 1,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,36.2118,4.2606,1431,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 1, Overall",32 - 40.5,2,1,1,2,3,3020101
Region,Region 1,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,18.3243,3.2003,1431,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 1, Overall",15.1 - 21.5,3,1,1,2,3,3020101
Region,Region 1,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,27.2323,4.4493,1431,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 1, Overall",22.8 - 31.7,4,1,1,2,3,3020101
Region,Region 10,Overall,Overall,Up-to-date,Yes,October Week 2,,20.2281,3.9987,4487,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 10, Overall",16.2 - 24.2,,1,1,11,3,3110101
Region,Region 10,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,20.2281,3.9987,4487,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 10, Overall",16.2 - 24.2,1,1,1,11,3,3110101
Region,Region 10,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,33.63,9.5451,315,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 10, Overall",24.1 - 43.2,2,1,1,11,3,3110101
Region,Region 10,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,21.7536,8.6759,315,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 10, Overall",13.1 - 30.4,3,1,1,11,3,3110101
Region,Region 10,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,24.3883,7.3784,315,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 10, Overall",17 - 31.8,4,1,1,11,3,3110101
Region,Region 2,Overall,Overall,Up-to-date,Yes,October Week 2,,17.6738,1.9116,7725,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 2, Overall",15.8 - 19.6,,1,1,3,3,3030101
Region,Region 2,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,17.6738,1.9116,7725,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 2, Overall",15.8 - 19.6,1,1,1,3,3,3030101
Region,Region 2,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,31.5233,4.5089,1018,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 2, Overall",27 - 36,2,1,1,3,3,3030101
Region,Region 2,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,24.1212,4.5442,1018,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 2, Overall",19.6 - 28.7,3,1,1,3,3,3030101
Region,Region 2,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,26.6817,4.2654,1018,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 2, Overall",22.4 - 30.9,4,1,1,3,3,3030101
Region,Region 3,Overall,Overall,Up-to-date,Yes,October Week 2,,18.6239,1.5808,11886,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 3, Overall",17 - 20.2,,1,1,4,3,3040101
Region,Region 3,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,18.6239,1.5808,11886,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 3, Overall",17 - 20.2,1,1,1,4,3,3040101
Region,Region 3,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,34.0197,4.9609,1589,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 3, Overall",29.1 - 39,2,1,1,4,3,3040101
Region,Region 3,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,22.4016,4.4328,1589,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 3, Overall",18 - 26.8,3,1,1,4,3,3040101
Region,Region 3,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,24.9548,4.8607,1589,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 3, Overall",20.1 - 29.8,4,1,1,4,3,3040101
Region,Region 4,Overall,Overall,Up-to-date,Yes,October Week 2,,14.4696,1.6191,12970,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 4, Overall",12.9 - 16.1,,1,1,5,3,3050101
Region,Region 4,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,14.4696,1.6191,12970,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 4, Overall",12.9 - 16.1,1,1,1,5,3,3050101
Region,Region 4,Overall,Overall,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,31.6657,5.0909,2077,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 4, Overall",26.6 - 36.8,2,1,1,5,3,3050101
Region,Region 4,Overall,Overall,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,21.7158,4.5343,2077,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 4, Overall",17.2 - 26.3,3,1,1,5,3,3050101
Region,Region 4,Overall,Overall,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,32.1489,4.7369,2077,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 4, Overall",27.4 - 36.9,4,1,1,5,3,3050101
Region,Region 5,Overall,Overall,Up-to-date,Yes,October Week 2,,17.1222,1.6394,9900,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall",15.5 - 18.8,,1,1,6,3,3060101
Region,Region 5,Overall,Overall,4-level vaccination and intent,Received a vaccination,October Week 2,,17.1222,1.6394,9900,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, Region 5, Overall",15.5 - 18.8,1,1,1,6,3,3060101
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Definitely will get a vaccine,October Week 2,,11.6974,6.3163,147,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",5.4 - 18,2,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 2,,16.2123,7.7756,147,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",8.4 - 24,3,7,39,1,3,3010739
National,National,Gender Identity,Don't Know/Refused,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 2,,50.7251,14.2764,147,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Don't Know/Refused",36.4 - 65,4,7,39,1,3,3010739
National,National,Gender Identity,Transgender/Nonbinary,Up-to-date,Yes,October Week 2,,12.2541,5.1274,968,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",7.1 - 17.4,,7,15,1,3,3010715
National,National,Gender Identity,Transgender/Nonbinary,4-level vaccination and intent,Received a vaccination,October Week 2,,12.2541,5.1274,968,0,10/07/2023 12:00:00 AM,2023-2024,"2023-2024, National, Gender Identity: Transgender/Nonbinary",7.1 - 17.4,1,7,15,1,3,3010715
